precinct,year,category,incident_count
18,2002,FELONY POSSESSION STOLEN PROPERTY            ,13
18,2003,FELONY POSSESSION STOLEN PROPERTY            ,19
18,2004,FELONY POSSESSION STOLEN PROPERTY            ,10
18,2005,FELONY POSSESSION STOLEN PROPERTY            ,16
18,2006,FELONY POSSESSION STOLEN PROPERTY            ,24
18,2007,FELONY POSSESSION STOLEN PROPERTY            ,13
18,2008,FELONY POSSESSION STOLEN PROPERTY            ,14
18,2009,FELONY POSSESSION STOLEN PROPERTY            ,16
18,2010,FELONY POSSESSION STOLEN PROPERTY            ,16
18,2011,FELONY POSSESSION STOLEN PROPERTY            ,9
18,2012,FELONY POSSESSION STOLEN PROPERTY            ,14
18,2013,FELONY POSSESSION STOLEN PROPERTY            ,16
18,2014,FELONY POSSESSION STOLEN PROPERTY            ,24
19,2000,FELONY POSSESSION STOLEN PROPERTY            ,14
19,2001,FELONY POSSESSION STOLEN PROPERTY            ,12
19,2002,FELONY POSSESSION STOLEN PROPERTY            ,15
19,2003,FELONY POSSESSION STOLEN PROPERTY            ,6
19,2004,FELONY POSSESSION STOLEN PROPERTY            ,32
19,2005,FELONY POSSESSION STOLEN PROPERTY            ,16
19,2006,FELONY POSSESSION STOLEN PROPERTY            ,19
19,2007,FELONY POSSESSION STOLEN PROPERTY            ,6
19,2008,FELONY POSSESSION STOLEN PROPERTY            ,4
19,2009,FELONY POSSESSION STOLEN PROPERTY            ,8
19,2010,FELONY POSSESSION STOLEN PROPERTY            ,14
19,2011,FELONY POSSESSION STOLEN PROPERTY            ,6
19,2012,FELONY POSSESSION STOLEN PROPERTY            ,11
19,2013,FELONY POSSESSION STOLEN PROPERTY            ,13
19,2014,FELONY POSSESSION STOLEN PROPERTY            ,4
20,2000,FELONY POSSESSION STOLEN PROPERTY            ,8
20,2001,FELONY POSSESSION STOLEN PROPERTY            ,14
20,2002,FELONY POSSESSION STOLEN PROPERTY            ,5
20,2003,FELONY POSSESSION STOLEN PROPERTY            ,9
20,2004,FELONY POSSESSION STOLEN PROPERTY            ,10
20,2005,FELONY POSSESSION STOLEN PROPERTY            ,9
20,2006,FELONY POSSESSION STOLEN PROPERTY            ,9
20,2007,FELONY POSSESSION STOLEN PROPERTY            ,15
20,2008,FELONY POSSESSION STOLEN PROPERTY            ,11
20,2009,FELONY POSSESSION STOLEN PROPERTY            ,10
20,2010,FELONY POSSESSION STOLEN PROPERTY            ,9
20,2011,FELONY POSSESSION STOLEN PROPERTY            ,5
20,2012,FELONY POSSESSION STOLEN PROPERTY            ,5
20,2013,FELONY POSSESSION STOLEN PROPERTY            ,6
20,2014,FELONY POSSESSION STOLEN PROPERTY            ,8
22,2000,FELONY POSSESSION STOLEN PROPERTY            ,3
22,2001,FELONY POSSESSION STOLEN PROPERTY            ,0
22,2002,FELONY POSSESSION STOLEN PROPERTY            ,0
22,2003,FELONY POSSESSION STOLEN PROPERTY            ,0
22,2004,FELONY POSSESSION STOLEN PROPERTY            ,1
22,2005,FELONY POSSESSION STOLEN PROPERTY            ,1
22,2006,FELONY POSSESSION STOLEN PROPERTY            ,0
22,2007,FELONY POSSESSION STOLEN PROPERTY            ,1
22,2008,FELONY POSSESSION STOLEN PROPERTY            ,2
22,2009,FELONY POSSESSION STOLEN PROPERTY            ,0
22,2010,FELONY POSSESSION STOLEN PROPERTY            ,3
22,2011,FELONY POSSESSION STOLEN PROPERTY            ,0
22,2012,FELONY POSSESSION STOLEN PROPERTY            ,1
22,2013,FELONY POSSESSION STOLEN PROPERTY            ,0
22,2014,FELONY POSSESSION STOLEN PROPERTY            ,0
23,2000,FELONY POSSESSION STOLEN PROPERTY            ,30
23,2001,FELONY POSSESSION STOLEN PROPERTY            ,22
23,2002,FELONY POSSESSION STOLEN PROPERTY            ,26
23,2003,FELONY POSSESSION STOLEN PROPERTY            ,18
23,2004,FELONY POSSESSION STOLEN PROPERTY            ,21
23,2005,FELONY POSSESSION STOLEN PROPERTY            ,16
23,2006,FELONY POSSESSION STOLEN PROPERTY            ,19
23,2007,FELONY POSSESSION STOLEN PROPERTY            ,8
23,2008,FELONY POSSESSION STOLEN PROPERTY            ,14
23,2009,FELONY POSSESSION STOLEN PROPERTY            ,9
23,2010,FELONY POSSESSION STOLEN PROPERTY            ,8
23,2011,FELONY POSSESSION STOLEN PROPERTY            ,8
23,2012,FELONY POSSESSION STOLEN PROPERTY            ,7
23,2013,FELONY POSSESSION STOLEN PROPERTY            ,5
23,2014,FELONY POSSESSION STOLEN PROPERTY            ,33
24,2000,FELONY POSSESSION STOLEN PROPERTY            ,10
24,2001,FELONY POSSESSION STOLEN PROPERTY            ,15
24,2002,FELONY POSSESSION STOLEN PROPERTY            ,17
24,2003,FELONY POSSESSION STOLEN PROPERTY            ,9
24,2004,FELONY POSSESSION STOLEN PROPERTY            ,12
24,2005,FELONY POSSESSION STOLEN PROPERTY            ,15
24,2006,FELONY POSSESSION STOLEN PROPERTY            ,14
24,2007,FELONY POSSESSION STOLEN PROPERTY            ,34
24,2008,FELONY POSSESSION STOLEN PROPERTY            ,20
24,2009,FELONY POSSESSION STOLEN PROPERTY            ,14
24,2010,FELONY POSSESSION STOLEN PROPERTY            ,4
24,2011,FELONY POSSESSION STOLEN PROPERTY            ,9
24,2012,FELONY POSSESSION STOLEN PROPERTY            ,8
24,2013,FELONY POSSESSION STOLEN PROPERTY            ,8
24,2014,FELONY POSSESSION STOLEN PROPERTY            ,8
25,2000,FELONY POSSESSION STOLEN PROPERTY            ,45
25,2001,FELONY POSSESSION STOLEN PROPERTY            ,52
25,2002,FELONY POSSESSION STOLEN PROPERTY            ,52
25,2003,FELONY POSSESSION STOLEN PROPERTY            ,32
25,2004,FELONY POSSESSION STOLEN PROPERTY            ,25
25,2005,FELONY POSSESSION STOLEN PROPERTY            ,18
25,2006,FELONY POSSESSION STOLEN PROPERTY            ,22
25,2007,FELONY POSSESSION STOLEN PROPERTY            ,24
25,2008,FELONY POSSESSION STOLEN PROPERTY            ,26
25,2009,FELONY POSSESSION STOLEN PROPERTY            ,25
25,2010,FELONY POSSESSION STOLEN PROPERTY            ,23
25,2011,FELONY POSSESSION STOLEN PROPERTY            ,12
25,2012,FELONY POSSESSION STOLEN PROPERTY            ,7
25,2013,FELONY POSSESSION STOLEN PROPERTY            ,4
25,2014,FELONY POSSESSION STOLEN PROPERTY            ,21
26,2000,FELONY POSSESSION STOLEN PROPERTY            ,32
26,2001,FELONY POSSESSION STOLEN PROPERTY            ,28
26,2002,FELONY POSSESSION STOLEN PROPERTY            ,32
26,2003,FELONY POSSESSION STOLEN PROPERTY            ,20
26,2004,FELONY POSSESSION STOLEN PROPERTY            ,11
26,2005,FELONY POSSESSION STOLEN PROPERTY            ,19
26,2006,FELONY POSSESSION STOLEN PROPERTY            ,23
26,2007,FELONY POSSESSION STOLEN PROPERTY            ,5
26,2008,FELONY POSSESSION STOLEN PROPERTY            ,8
26,2009,FELONY POSSESSION STOLEN PROPERTY            ,9
26,2010,FELONY POSSESSION STOLEN PROPERTY            ,10
26,2011,FELONY POSSESSION STOLEN PROPERTY            ,3
26,2012,FELONY POSSESSION STOLEN PROPERTY            ,5
26,2013,FELONY POSSESSION STOLEN PROPERTY            ,9
26,2014,FELONY POSSESSION STOLEN PROPERTY            ,8
28,2000,FELONY POSSESSION STOLEN PROPERTY            ,25
28,2001,FELONY POSSESSION STOLEN PROPERTY            ,33
28,2002,FELONY POSSESSION STOLEN PROPERTY            ,35
28,2003,FELONY POSSESSION STOLEN PROPERTY            ,14
28,2004,FELONY POSSESSION STOLEN PROPERTY            ,13
28,2005,FELONY POSSESSION STOLEN PROPERTY            ,21
28,2006,FELONY POSSESSION STOLEN PROPERTY            ,20
28,2007,FELONY POSSESSION STOLEN PROPERTY            ,18
28,2008,FELONY POSSESSION STOLEN PROPERTY            ,13
28,2009,FELONY POSSESSION STOLEN PROPERTY            ,17
28,2010,FELONY POSSESSION STOLEN PROPERTY            ,12
28,2011,FELONY POSSESSION STOLEN PROPERTY            ,8
28,2012,FELONY POSSESSION STOLEN PROPERTY            ,6
28,2013,FELONY POSSESSION STOLEN PROPERTY            ,5
28,2014,FELONY POSSESSION STOLEN PROPERTY            ,15
30,2000,FELONY POSSESSION STOLEN PROPERTY            ,99
30,2001,FELONY POSSESSION STOLEN PROPERTY            ,78
30,2002,FELONY POSSESSION STOLEN PROPERTY            ,49
30,2003,FELONY POSSESSION STOLEN PROPERTY            ,37
30,2004,FELONY POSSESSION STOLEN PROPERTY            ,36
30,2005,FELONY POSSESSION STOLEN PROPERTY            ,24
30,2006,FELONY POSSESSION STOLEN PROPERTY            ,27
30,2007,FELONY POSSESSION STOLEN PROPERTY            ,17
30,2008,FELONY POSSESSION STOLEN PROPERTY            ,17
30,2009,FELONY POSSESSION STOLEN PROPERTY            ,9
30,2010,FELONY POSSESSION STOLEN PROPERTY            ,2
30,2011,FELONY POSSESSION STOLEN PROPERTY            ,6
30,2012,FELONY POSSESSION STOLEN PROPERTY            ,7
30,2013,FELONY POSSESSION STOLEN PROPERTY            ,8
30,2014,FELONY POSSESSION STOLEN PROPERTY            ,8
32,2000,FELONY POSSESSION STOLEN PROPERTY            ,21
32,2001,FELONY POSSESSION STOLEN PROPERTY            ,45
32,2002,FELONY POSSESSION STOLEN PROPERTY            ,45
32,2003,FELONY POSSESSION STOLEN PROPERTY            ,29
32,2004,FELONY POSSESSION STOLEN PROPERTY            ,28
32,2005,FELONY POSSESSION STOLEN PROPERTY            ,15
32,2006,FELONY POSSESSION STOLEN PROPERTY            ,14
32,2007,FELONY POSSESSION STOLEN PROPERTY            ,12
32,2008,FELONY POSSESSION STOLEN PROPERTY            ,16
32,2009,FELONY POSSESSION STOLEN PROPERTY            ,15
32,2010,FELONY POSSESSION STOLEN PROPERTY            ,8
32,2011,FELONY POSSESSION STOLEN PROPERTY            ,12
32,2012,FELONY POSSESSION STOLEN PROPERTY            ,12
32,2013,FELONY POSSESSION STOLEN PROPERTY            ,8
32,2014,FELONY POSSESSION STOLEN PROPERTY            ,12
33,2000,FELONY POSSESSION STOLEN PROPERTY            ,35
33,2001,FELONY POSSESSION STOLEN PROPERTY            ,42
33,2002,FELONY POSSESSION STOLEN PROPERTY            ,46
33,2003,FELONY POSSESSION STOLEN PROPERTY            ,30
33,2004,FELONY POSSESSION STOLEN PROPERTY            ,21
33,2005,FELONY POSSESSION STOLEN PROPERTY            ,24
33,2006,FELONY POSSESSION STOLEN PROPERTY            ,17
33,2007,FELONY POSSESSION STOLEN PROPERTY            ,15
33,2008,FELONY POSSESSION STOLEN PROPERTY            ,13
33,2009,FELONY POSSESSION STOLEN PROPERTY            ,15
33,2010,FELONY POSSESSION STOLEN PROPERTY            ,13
33,2011,FELONY POSSESSION STOLEN PROPERTY            ,9
33,2012,FELONY POSSESSION STOLEN PROPERTY            ,6
33,2013,FELONY POSSESSION STOLEN PROPERTY            ,12
33,2014,FELONY POSSESSION STOLEN PROPERTY            ,9
34,2000,FELONY POSSESSION STOLEN PROPERTY            ,23
34,2001,FELONY POSSESSION STOLEN PROPERTY            ,16
34,2002,FELONY POSSESSION STOLEN PROPERTY            ,35
34,2003,FELONY POSSESSION STOLEN PROPERTY            ,37
34,2004,FELONY POSSESSION STOLEN PROPERTY            ,35
34,2005,FELONY POSSESSION STOLEN PROPERTY            ,24
34,2006,FELONY POSSESSION STOLEN PROPERTY            ,23
34,2007,FELONY POSSESSION STOLEN PROPERTY            ,20
34,2008,FELONY POSSESSION STOLEN PROPERTY            ,18
34,2009,FELONY POSSESSION STOLEN PROPERTY            ,13
34,2010,FELONY POSSESSION STOLEN PROPERTY            ,18
34,2011,FELONY POSSESSION STOLEN PROPERTY            ,15
34,2012,FELONY POSSESSION STOLEN PROPERTY            ,14
34,2013,FELONY POSSESSION STOLEN PROPERTY            ,8
34,2014,FELONY POSSESSION STOLEN PROPERTY            ,13
40,2000,FELONY POSSESSION STOLEN PROPERTY            ,41
40,2001,FELONY POSSESSION STOLEN PROPERTY            ,36
40,2002,FELONY POSSESSION STOLEN PROPERTY            ,31
40,2003,FELONY POSSESSION STOLEN PROPERTY            ,27
40,2004,FELONY POSSESSION STOLEN PROPERTY            ,34
40,2005,FELONY POSSESSION STOLEN PROPERTY            ,36
40,2006,FELONY POSSESSION STOLEN PROPERTY            ,19
40,2007,FELONY POSSESSION STOLEN PROPERTY            ,26
40,2008,FELONY POSSESSION STOLEN PROPERTY            ,21
40,2009,FELONY POSSESSION STOLEN PROPERTY            ,11
40,2010,FELONY POSSESSION STOLEN PROPERTY            ,4
40,2011,FELONY POSSESSION STOLEN PROPERTY            ,8
40,2012,FELONY POSSESSION STOLEN PROPERTY            ,9
40,2013,FELONY POSSESSION STOLEN PROPERTY            ,5
40,2014,FELONY POSSESSION STOLEN PROPERTY            ,14
41,2000,FELONY POSSESSION STOLEN PROPERTY            ,45
41,2001,FELONY POSSESSION STOLEN PROPERTY            ,60
41,2002,FELONY POSSESSION STOLEN PROPERTY            ,41
41,2003,FELONY POSSESSION STOLEN PROPERTY            ,31
41,2004,FELONY POSSESSION STOLEN PROPERTY            ,27
41,2005,FELONY POSSESSION STOLEN PROPERTY            ,15
41,2006,FELONY POSSESSION STOLEN PROPERTY            ,9
41,2007,FELONY POSSESSION STOLEN PROPERTY            ,15
41,2008,FELONY POSSESSION STOLEN PROPERTY            ,19
41,2009,FELONY POSSESSION STOLEN PROPERTY            ,10
41,2010,FELONY POSSESSION STOLEN PROPERTY            ,13
41,2011,FELONY POSSESSION STOLEN PROPERTY            ,15
41,2012,FELONY POSSESSION STOLEN PROPERTY            ,11
41,2013,FELONY POSSESSION STOLEN PROPERTY            ,6
41,2014,FELONY POSSESSION STOLEN PROPERTY            ,4
42,2000,FELONY POSSESSION STOLEN PROPERTY            ,56
42,2001,FELONY POSSESSION STOLEN PROPERTY            ,44
42,2002,FELONY POSSESSION STOLEN PROPERTY            ,37
42,2003,FELONY POSSESSION STOLEN PROPERTY            ,31
42,2004,FELONY POSSESSION STOLEN PROPERTY            ,18
42,2005,FELONY POSSESSION STOLEN PROPERTY            ,18
42,2006,FELONY POSSESSION STOLEN PROPERTY            ,12
42,2007,FELONY POSSESSION STOLEN PROPERTY            ,12
42,2008,FELONY POSSESSION STOLEN PROPERTY            ,14
42,2009,FELONY POSSESSION STOLEN PROPERTY            ,11
42,2010,FELONY POSSESSION STOLEN PROPERTY            ,8
42,2011,FELONY POSSESSION STOLEN PROPERTY            ,11
42,2012,FELONY POSSESSION STOLEN PROPERTY            ,3
42,2013,FELONY POSSESSION STOLEN PROPERTY            ,6
42,2014,FELONY POSSESSION STOLEN PROPERTY            ,8
43,2000,FELONY POSSESSION STOLEN PROPERTY            ,47
43,2001,FELONY POSSESSION STOLEN PROPERTY            ,44
43,2002,FELONY POSSESSION STOLEN PROPERTY            ,51
43,2003,FELONY POSSESSION STOLEN PROPERTY            ,23
43,2004,FELONY POSSESSION STOLEN PROPERTY            ,34
43,2005,FELONY POSSESSION STOLEN PROPERTY            ,25
43,2006,FELONY POSSESSION STOLEN PROPERTY            ,13
43,2007,FELONY POSSESSION STOLEN PROPERTY            ,11
43,2008,FELONY POSSESSION STOLEN PROPERTY            ,22
43,2009,FELONY POSSESSION STOLEN PROPERTY            ,17
43,2010,FELONY POSSESSION STOLEN PROPERTY            ,11
43,2011,FELONY POSSESSION STOLEN PROPERTY            ,11
43,2012,FELONY POSSESSION STOLEN PROPERTY            ,10
43,2013,FELONY POSSESSION STOLEN PROPERTY            ,11
43,2014,FELONY POSSESSION STOLEN PROPERTY            ,12
44,2000,FELONY POSSESSION STOLEN PROPERTY            ,98
44,2001,FELONY POSSESSION STOLEN PROPERTY            ,82
44,2002,FELONY POSSESSION STOLEN PROPERTY            ,94
44,2003,FELONY POSSESSION STOLEN PROPERTY            ,65
44,2004,FELONY POSSESSION STOLEN PROPERTY            ,58
44,2005,FELONY POSSESSION STOLEN PROPERTY            ,50
44,2006,FELONY POSSESSION STOLEN PROPERTY            ,36
44,2007,FELONY POSSESSION STOLEN PROPERTY            ,30
44,2008,FELONY POSSESSION STOLEN PROPERTY            ,24
44,2009,FELONY POSSESSION STOLEN PROPERTY            ,14
44,2010,FELONY POSSESSION STOLEN PROPERTY            ,17
44,2011,FELONY POSSESSION STOLEN PROPERTY            ,15
44,2012,FELONY POSSESSION STOLEN PROPERTY            ,8
44,2013,FELONY POSSESSION STOLEN PROPERTY            ,10
44,2014,FELONY POSSESSION STOLEN PROPERTY            ,22
45,2000,FELONY POSSESSION STOLEN PROPERTY            ,20
45,2001,FELONY POSSESSION STOLEN PROPERTY            ,22
45,2002,FELONY POSSESSION STOLEN PROPERTY            ,28
45,2003,FELONY POSSESSION STOLEN PROPERTY            ,15
45,2004,FELONY POSSESSION STOLEN PROPERTY            ,19
45,2005,FELONY POSSESSION STOLEN PROPERTY            ,14
45,2006,FELONY POSSESSION STOLEN PROPERTY            ,6
45,2007,FELONY POSSESSION STOLEN PROPERTY            ,10
45,2008,FELONY POSSESSION STOLEN PROPERTY            ,6
45,2009,FELONY POSSESSION STOLEN PROPERTY            ,8
45,2010,FELONY POSSESSION STOLEN PROPERTY            ,6
45,2011,FELONY POSSESSION STOLEN PROPERTY            ,10
45,2012,FELONY POSSESSION STOLEN PROPERTY            ,4
45,2013,FELONY POSSESSION STOLEN PROPERTY            ,4
45,2014,FELONY POSSESSION STOLEN PROPERTY            ,6
46,2000,FELONY POSSESSION STOLEN PROPERTY            ,51
46,2001,FELONY POSSESSION STOLEN PROPERTY            ,81
46,2002,FELONY POSSESSION STOLEN PROPERTY            ,86
46,2003,FELONY POSSESSION STOLEN PROPERTY            ,42
46,2004,FELONY POSSESSION STOLEN PROPERTY            ,30
46,2005,FELONY POSSESSION STOLEN PROPERTY            ,43
46,2006,FELONY POSSESSION STOLEN PROPERTY            ,25
46,2007,FELONY POSSESSION STOLEN PROPERTY            ,25
46,2008,FELONY POSSESSION STOLEN PROPERTY            ,18
46,2009,FELONY POSSESSION STOLEN PROPERTY            ,15
46,2010,FELONY POSSESSION STOLEN PROPERTY            ,13
46,2011,FELONY POSSESSION STOLEN PROPERTY            ,23
46,2012,FELONY POSSESSION STOLEN PROPERTY            ,12
46,2013,FELONY POSSESSION STOLEN PROPERTY            ,11
46,2014,FELONY POSSESSION STOLEN PROPERTY            ,21
47,2000,FELONY POSSESSION STOLEN PROPERTY            ,51
47,2001,FELONY POSSESSION STOLEN PROPERTY            ,60
47,2002,FELONY POSSESSION STOLEN PROPERTY            ,44
47,2003,FELONY POSSESSION STOLEN PROPERTY            ,59
47,2004,FELONY POSSESSION STOLEN PROPERTY            ,36
47,2005,FELONY POSSESSION STOLEN PROPERTY            ,26
47,2006,FELONY POSSESSION STOLEN PROPERTY            ,30
47,2007,FELONY POSSESSION STOLEN PROPERTY            ,25
47,2008,FELONY POSSESSION STOLEN PROPERTY            ,27
47,2009,FELONY POSSESSION STOLEN PROPERTY            ,15
47,2010,FELONY POSSESSION STOLEN PROPERTY            ,16
47,2011,FELONY POSSESSION STOLEN PROPERTY            ,12
47,2012,FELONY POSSESSION STOLEN PROPERTY            ,14
47,2013,FELONY POSSESSION STOLEN PROPERTY            ,6
47,2014,FELONY POSSESSION STOLEN PROPERTY            ,11
